Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSMUSG00000024778,Fas,P25446
ENSMUSG00000020961,Ston2,
ENSMUSG00000024778,Fas,
ENSMUSG00000020961,Ston2,
ENSMUSG00000024778,Fas,
ENSMUSG00000024778,Fas,
ENSMUSG00000003119,Cdk12,Q14AX6
ENSMUSG00000041891,Lman1,
ENSMUSG00000026655,Fam107b,
ENSMUSG00000026655,Fam107b,
ENSMUSG00000003119,Cdk12,Q14AX6
ENSMUSG00000034892,Rps29,P62274
ENSMUSG00000019777,Hdac2,
ENSMUSG00000022032,Scara5,Q8K299
ENSMUSG00000003119,Cdk12,Q14AX6
ENSMUSG00000034333,Zbed4,Q80WQ9
ENSMUSG00000019777,Hdac2,
ENSMUSG00000026655,Fam107b,Q3TGF2
ENSMUSG00000022032,Scara5,Q8K299
ENSMUSG00000031103,Elf4,Q9Z2U4
ENSMUSG00000026655,Fam107b,Q3TGF2
ENSMUSG00000026655,Fam107b,Q3TGF2
ENSMUSG00000031103,Elf4,
ENSMUSG00000026655,Fam107b,Q3TGF2
ENSMUSG00000031103,Elf4,Q9Z2U4
ENSMUSG00000052337,Immt,Q8CAQ8
ENSMUSG00000026655,Fam107b,
ENSMUSG00000026655,Fam107b,
ENSMUSG00000052337,Immt,
ENSMUSG00000026655,Fam107b,
ENSMUSG00000049751,Rpl36al,P83882
ENSMUSG00000029313,Aff1,
ENSMUSG00000052337,Immt,
ENSMUSG00000049751,Rpl36al,P83882
ENSMUSG00000029313,Aff1,
ENSMUSG00000029313,Aff1,
ENSMUSG00000052337,Immt,Q8CAQ8
ENSMUSG00000075000,Nrbf2,Q8VCQ3
ENSMUSG00000024781,Lipa,Q9Z0M5
ENSMUSG00000052337,Immt,Q8CAQ8
ENSMUSG00000075000,Nrbf2,
ENSMUSG00000049751,Rpl36al,P83882
ENSMUSG00000052337,Immt,
ENSMUSG00000052337,Immt,
ENSMUSG00000052337,Immt,
ENSMUSG00000024781,Lipa,Q9Z0M5
ENSMUSG00000043998,Mgat2,Q921V5
ENSMUSG00000069662,Marcks,P26645
ENSMUSG00000052337,Immt,
ENSMUSG00000022033,Pbk,Q9JJ78
ENSMUSG00000052337,Immt,
ENSMUSG00000022033,Pbk,
ENSMUSG00000022206,Npr3,P70180
ENSMUSG00000020973,Dnaaf2,Q8BPI1
ENSMUSG00000046318,Ccbe1,Q3MI99
ENSMUSG00000022206,Npr3,
ENSMUSG00000022206,Npr3,
ENSMUSG00000052763,Zfp212,
ENSMUSG00000046318,Ccbe1,Q3MI99
ENSMUSG00000046318,Ccbe1,
ENSMUSG00000046318,Ccbe1,
ENSMUSG00000046318,Ccbe1,
ENSMUSG00000055447,Cd47,
ENSMUSG00000055447,Cd47,
ENSMUSG00000055447,Cd47,
ENSMUSG00000022034,Esco2,Q8CIB9
ENSMUSG00000022034,Esco2,
ENSMUSG00000039048,Foxred1,Q3TQB2
ENSMUSG00000039048,Foxred1,
ENSMUSG00000039048,Foxred1,Q3TQB2
ENSMUSG00000039048,Foxred1,
ENSMUSG00000024521,Pmaip1,Q9JM54
ENSMUSG00000039048,Foxred1,
ENSMUSG00000024521,Pmaip1,
ENSMUSG00000024521,Pmaip1,
ENSMUSG00000039048,Foxred1,
ENSMUSG00000039048,Foxred1,
ENSMUSG00000045466,Zfp956,
ENSMUSG00000055447,Cd47,
ENSMUSG00000055447,Cd47,
ENSMUSG00000045466,Zfp956,
ENSMUSG00000022035,Ccdc25,Q78PG9
ENSMUSG00000055447,Cd47,Q61735
ENSMUSG00000055447,Cd47,
ENSMUSG00000055447,Cd47,
ENSMUSG00000033610,Pank1,Q8K4K6
ENSMUSG00000055447,Cd47,
ENSMUSG00000035845,Alg12,Q8VDB2
ENSMUSG00000033610,Pank1,Q8K4K6
ENSMUSG00000033610,Pank1,
ENSMUSG00000035845,Alg12,
ENSMUSG00000035845,Alg12,
ENSMUSG00000022205,Sub1,P11031
ENSMUSG00000022205,Sub1,P11031
ENSMUSG00000037933,Bicd2,Q921C5
ENSMUSG00000071477,Zfp777,
ENSMUSG00000036932,Aifm1,
ENSMUSG00000071477,Zfp777,
ENSMUSG00000071477,Zfp777,
ENSMUSG00000071477,Zfp777,
ENSMUSG00000071477,Zfp777,
ENSMUSG00000072889,Nfxl1,
ENSMUSG00000036932,Aifm1,Q9Z0X1
ENSMUSG00000037933,Bicd2,
ENSMUSG00000072889,Nfxl1,
ENSMUSG00000023272,Creld2,Q9CYA0
ENSMUSG00000072889,Nfxl1,
ENSMUSG00000037933,Bicd2,Q921C5
ENSMUSG00000037933,Bicd2,
ENSMUSG00000004018,Fancl,Q9CR14
ENSMUSG00000004018,Fancl,Q9CR14
ENSMUSG00000004018,Fancl,
ENSMUSG00000009621,Vav2,
ENSMUSG00000004018,Fancl,
ENSMUSG00000035828,Pim3,P58750
ENSMUSG00000019756,Prl8a1,
ENSMUSG00000019756,Prl8a1,
ENSMUSG00000026043,Col3a1,P08121
ENSMUSG00000009621,Vav2,Q60992
ENSMUSG00000026043,Col3a1,
ENSMUSG00000026043,Col3a1,
ENSMUSG00000025437,Usp33,Q8R5K2
ENSMUSG00000025437,Usp33,
ENSMUSG00000037112,Sik2,
ENSMUSG00000022037,Clu,Q06890
ENSMUSG00000022037,Clu,
ENSMUSG00000037112,Sik2,
ENSMUSG00000025437,Usp33,Q8R5K2
ENSMUSG00000037112,Sik2,
ENSMUSG00000022037,Clu,
ENSMUSG00000022037,Clu,
ENSMUSG00000037112,Sik2,
ENSMUSG00000022037,Clu,
ENSMUSG00000025437,Usp33,
ENSMUSG00000022037,Clu,
ENSMUSG00000022037,Clu,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000025437,Usp33,
ENSMUSG00000021577,Sdha,Q8K2B3
ENSMUSG00000029312,Klhl8,
ENSMUSG00000061718,Ppp1r1b,Q60829
ENSMUSG00000029312,Klhl8,
ENSMUSG00000021577,Sdha,
ENSMUSG00000061718,Ppp1r1b,Q60829
ENSMUSG00000063884,Ptcd3,Q14C51
ENSMUSG00000061718,Ppp1r1b,Q60829
ENSMUSG00000029312,Klhl8,P59280
ENSMUSG00000029312,Klhl8,
ENSMUSG00000028019,Pdgfc,Q8CI19
ENSMUSG00000004356,Utp20,
ENSMUSG00000028019,Pdgfc,
ENSMUSG00000028019,Pdgfc,
ENSMUSG00000004356,Utp20,
ENSMUSG00000004356,Utp20,
ENSMUSG00000004356,Utp20,
ENSMUSG00000063884,Ptcd3,
ENSMUSG00000072501,Phf20l1,Q8CCJ9
ENSMUSG00000063884,Ptcd3,
ENSMUSG00000009894,Snap47,Q8R570
ENSMUSG00000009894,Snap47,
ENSMUSG00000009894,Snap47,
ENSMUSG00000063884,Ptcd3,
ENSMUSG00000009894,Snap47,
ENSMUSG00000009894,Snap47,
ENSMUSG00000009894,Snap47,
ENSMUSG00000009894,Snap47,
ENSMUSG00000009894,Snap47,
ENSMUSG00000021385,Ippk,Q6P1C1
ENSMUSG00000028015,Ctso,Q8BM88
ENSMUSG00000021385,Ippk,
ENSMUSG00000021385,Ippk,
ENSMUSG00000020974,Pole2,
ENSMUSG00000067219,Nipal1,Q8BMW7
ENSMUSG00000067219,Nipal1,
ENSMUSG00000020974,Pole2,O54956
ENSMUSG00000024524,Gnal,
ENSMUSG00000024524,Gnal,
ENSMUSG00000024524,Gnal,
ENSMUSG00000024524,Gnal,
ENSMUSG00000057691,Zfp746,Q3U133
ENSMUSG00000031262,Cenpi,Q8K1K4
ENSMUSG00000024524,Gnal,Q8CGK7
ENSMUSG00000031262,Cenpi,Q8K1K4
ENSMUSG00000024524,Gnal,
ENSMUSG00000057691,Zfp746,
ENSMUSG00000057691,Zfp746,
ENSMUSG00000031262,Cenpi,
ENSMUSG00000064090,Vrk2,Q8BN21
ENSMUSG00000027710,Acad9,Q8JZN5
ENSMUSG00000024524,Gnal,Q8CGK7
ENSMUSG00000019846,Lama4,P97927
ENSMUSG00000027710,Acad9,
ENSMUSG00000024524,Gnal,
ENSMUSG00000064090,Vrk2,
ENSMUSG00000072501,Phf20l1,
ENSMUSG00000064090,Vrk2,Q8BN21
ENSMUSG00000038936,Sccpdh,Q8R127
ENSMUSG00000027710,Acad9,
ENSMUSG00000038936,Sccpdh,
ENSMUSG00000038936,Sccpdh,
ENSMUSG00000038936,Sccpdh,
ENSMUSG00000024795,Kif20b,Q80WE4
ENSMUSG00000024795,Kif20b,Q80WE4
ENSMUSG00000021391,Cenpp,Q9CZ92
ENSMUSG00000025287,Acot9,Q9R0X4
ENSMUSG00000024795,Kif20b,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000024795,Kif20b,
ENSMUSG00000072501,Phf20l1,
ENSMUSG00000072501,Phf20l1,
ENSMUSG00000072501,Phf20l1,Q8CCJ9
ENSMUSG00000020062,Slc5a8,Q8BYF6
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000025287,Acot9,
ENSMUSG00000018167,Stard3,Q61542
ENSMUSG00000062526,Mppe1,Q80XL7
ENSMUSG00000024795,Kif20b,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000024795,Kif20b,
ENSMUSG00000024795,Kif20b,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000062526,Mppe1,
ENSMUSG00000029311,Hsd17b11,Q9EQ06
ENSMUSG00000029311,Hsd17b11,Q9EQ06
ENSMUSG00000030279,C2cd5,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000024525,Impa2,Q91UZ5
ENSMUSG00000025289,Prdx4,O08807
ENSMUSG00000025289,Prdx4,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000039137,Whrn,
ENSMUSG00000039137,Whrn,Q80VW5
ENSMUSG00000039137,Whrn,
ENSMUSG00000024526,Cidea,O70302
ENSMUSG00000039137,Whrn,
ENSMUSG00000032621,Srek1,Q8BZX4
ENSMUSG00000039105,Atp6v1g1,Q9CR51
ENSMUSG00000033883,Zfp267,
ENSMUSG00000029310,Nudt9,
ENSMUSG00000033883,Zfp267,
ENSMUSG00000051890,Klhdc1,Q80YG3
ENSMUSG00000033883,Zfp267,
ENSMUSG00000024800,Rpp30,O88796
ENSMUSG00000001473,Tubb6,Q922F4
ENSMUSG00000032621,Srek1,Q8BZX4
ENSMUSG00000051890,Klhdc1,
ENSMUSG00000029310,Nudt9,
ENSMUSG00000032621,Srek1,
ENSMUSG00000028972,Car6,
ENSMUSG00000032621,Srek1,
ENSMUSG00000028972,Car6,P18761
ENSMUSG00000029310,Nudt9,Q8BVU5
ENSMUSG00000032577,Mapkapk3,Q3UMW7
ENSMUSG00000022040,Ephx2,P34914
ENSMUSG00000029310,Nudt9,
ENSMUSG00000029310,Nudt9,
ENSMUSG00000022641,Bbx,Q8VBW5
ENSMUSG00000022040,Ephx2,
ENSMUSG00000022641,Bbx,Q8VBW5
ENSMUSG00000032577,Mapkapk3,Q3UMW7
ENSMUSG00000022641,Bbx,Q8VBW5
ENSMUSG00000022040,Ephx2,P34914
ENSMUSG00000022641,Bbx,Q8VBW5
ENSMUSG00000022641,Bbx,Q8VBW5
ENSMUSG00000032577,Mapkapk3,
ENSMUSG00000021578,Ccdc127,Q3TC33
ENSMUSG00000036819,Jmjd4,Q8BFT6
ENSMUSG00000036819,Jmjd4,Q8BFT6
ENSMUSG00000021578,Ccdc127,Q3TC33
ENSMUSG00000036819,Jmjd4,Q8BFT6
ENSMUSG00000021578,Ccdc127,
ENSMUSG00000021578,Ccdc127,
ENSMUSG00000021578,Ccdc127,
ENSMUSG00000024527,Afg3l2,Q8JZQ2
ENSMUSG00000054519,Zfp867,
ENSMUSG00000045917,Tmem268,Q8R239
ENSMUSG00000045917,Tmem268,
ENSMUSG00000045917,Tmem268,
ENSMUSG00000045917,Tmem268,Q8R239
ENSMUSG00000029309,Sparcl1,P70663
ENSMUSG00000029309,Sparcl1,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000020978,Klhdc2,Q4G5Y1
ENSMUSG00000031626,Sorbs2,Q3UTJ2
ENSMUSG00000038208,Pgap3,A2A559
ENSMUSG00000022201,Zfr,O88532
ENSMUSG00000022201,Zfr,
ENSMUSG00000038208,Pgap3,A2A559
ENSMUSG00000063524,Eno1,
ENSMUSG00000022201,Zfr,
ENSMUSG00000022201,Zfr,
ENSMUSG00000022201,Zfr,
ENSMUSG00000042772,Smg7,Q5RJH6
ENSMUSG00000050471,Fam118b,Q8C569
ENSMUSG00000040820,Hlcs,
ENSMUSG00000034032,Rpap1,Q80TE0
ENSMUSG00000063524,Eno1,P17182
ENSMUSG00000050471,Fam118b,Q8C569
ENSMUSG00000034032,Rpap1,Q80TE0
ENSMUSG00000050471,Fam118b,Q8C569
ENSMUSG00000050471,Fam118b,
ENSMUSG00000042772,Smg7,Q5RJH6
ENSMUSG00000063524,Eno1,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000034032,Rpap1,Q80TE0
ENSMUSG00000050471,Fam118b,
ENSMUSG00000012428,Steap4,Q923B6
ENSMUSG00000063524,Eno1,
ENSMUSG00000050471,Fam118b,
ENSMUSG00000063524,Eno1,
ENSMUSG00000050471,Fam118b,
ENSMUSG00000042772,Smg7,Q5RJH6
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000032578,Cish,Q62225
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000040820,Hlcs,Q920N2
ENSMUSG00000031626,Sorbs2,Q3UTJ2
ENSMUSG00000032578,Cish,
ENSMUSG00000040820,Hlcs,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000024831,Ighmbp2,
ENSMUSG00000032578,Cish,
ENSMUSG00000031626,Sorbs2,Q3UTJ2
ENSMUSG00000024831,Ighmbp2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000040820,Hlcs,
ENSMUSG00000034032,Rpap1,
ENSMUSG00000024831,Ighmbp2,
ENSMUSG00000040820,Hlcs,Q920N2
ENSMUSG00000034032,Rpap1,
ENSMUSG00000048677,Tpcn2,
ENSMUSG00000027712,Anxa5,P48036
ENSMUSG00000027712,Anxa5,
ENSMUSG00000032044,Rpusd4,Q9CWX4
ENSMUSG00000032044,Rpusd4,
ENSMUSG00000048677,Tpcn2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000042745,Id1,P20067
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000042745,Id1,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000024829,Mrpl21,Q9D1N9
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000024829,Mrpl21,Q9D1N9
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000024829,Mrpl21,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000076431,Sox4,Q06831
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000032579,Hemk1,Q921L7
ENSMUSG00000032579,Hemk1,
ENSMUSG00000039852,Rere,Q80TZ9
ENSMUSG00000039852,Rere,
ENSMUSG00000039852,Rere,
ENSMUSG00000024533,Spire1,
ENSMUSG00000039852,Rere,
ENSMUSG00000048677,Tpcn2,Q8BWC0
ENSMUSG00000007659,Bcl2l1,Q64373
ENSMUSG00000024533,Spire1,
ENSMUSG00000039852,Rere,
ENSMUSG00000048677,Tpcn2,
ENSMUSG00000007659,Bcl2l1,Q64373
ENSMUSG00000048677,Tpcn2,
ENSMUSG00000007659,Bcl2l1,Q64373
ENSMUSG00000048677,Tpcn2,
ENSMUSG00000031626,Sorbs2,
ENSMUSG00000022940,Pigp,
ENSMUSG00000024533,Spire1,
ENSMUSG00000007659,Bcl2l1,
ENSMUSG00000007659,Bcl2l1,
ENSMUSG00000024533,Spire1,
ENSMUSG00000007659,Bcl2l1,
ENSMUSG00000007659,Bcl2l1,
ENSMUSG00000024533,Spire1,Q52KF3
ENSMUSG00000007659,Bcl2l1,Q64373
ENSMUSG00000022940,Pigp,
ENSMUSG00000073542,Cep76,Q0VEJ0
ENSMUSG00000026042,Col5a2,Q3U962
ENSMUSG00000022940,Pigp,Q9JHG1
ENSMUSG00000022940,Pigp,
ENSMUSG00000022940,Pigp,Q9JHG1
ENSMUSG00000022940,Pigp,Q9JHG1
ENSMUSG00000022940,Pigp,
ENSMUSG00000024900,Cpt1a,
ENSMUSG00000019947,Arid5b,Q8BM75
ENSMUSG00000019947,Arid5b,
ENSMUSG00000019947,Arid5b,Q8BM75
ENSMUSG00000039458,Mtmr12,Q80TA6
ENSMUSG00000021583,Erap1,Q9EQH2
ENSMUSG00000039458,Mtmr12,Q80TA6
ENSMUSG00000039458,Mtmr12,
ENSMUSG00000024537,Psmg2,Q9EST4
ENSMUSG00000024537,Psmg2,Q9EST4
ENSMUSG00000039458,Mtmr12,
ENSMUSG00000021583,Erap1,
ENSMUSG00000021583,Erap1,
ENSMUSG00000021583,Erap1,
ENSMUSG00000024900,Cpt1a,P97742
ENSMUSG00000024900,Cpt1a,
ENSMUSG00000024900,Cpt1a,
ENSMUSG00000003847,Nfat5,Q9WV30
ENSMUSG00000038119,Cdon,
ENSMUSG00000038119,Cdon,
ENSMUSG00000020982,Nemf,Q8CCP0
ENSMUSG00000038119,Cdon,Q32MD9
ENSMUSG00000038119,Cdon,
ENSMUSG00000038119,Cdon,
ENSMUSG00000038119,Cdon,Q32MD9
ENSMUSG00000020982,Nemf,
ENSMUSG00000020982,Nemf,
ENSMUSG00000030522,Mtmr10,Q7TPM9
ENSMUSG00000032051,Fdx1,P46656
ENSMUSG00000032051,Fdx1,
ENSMUSG00000032051,Fdx1,
ENSMUSG00000030522,Mtmr10,
ENSMUSG00000024539,Ptpn2,
ENSMUSG00000030522,Mtmr10,
ENSMUSG00000024539,Ptpn2,Q06180
ENSMUSG00000024539,Ptpn2,Q06180
ENSMUSG00000044147,Arf6,P62331
ENSMUSG00000073643,Wdfy1,E9Q4P1
ENSMUSG00000073643,Wdfy1,E9Q4P1
ENSMUSG00000073643,Wdfy1,E9Q4P1
ENSMUSG00000073643,Wdfy1,E9Q4P1
ENSMUSG00000003847,Nfat5,Q9WV30
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000030279,C2cd5,Q7TPS5
ENSMUSG00000073643,Wdfy1,
ENSMUSG00000003847,Nfat5,Q9WV30
ENSMUSG00000003161,Sri,Q6P069
ENSMUSG00000032050,Rdx,P26043
ENSMUSG00000030279,C2cd5,
ENSMUSG00000003847,Nfat5,Q9WV30
ENSMUSG00000003847,Nfat5,
ENSMUSG00000032050,Rdx,P26043
ENSMUSG00000032050,Rdx,
ENSMUSG00000003847,Nfat5,
ENSMUSG00000003161,Sri,Q6P069
ENSMUSG00000003847,Nfat5,
ENSMUSG00000003847,Nfat5,
ENSMUSG00000032050,Rdx,
ENSMUSG00000049882,Vcpkmt,Q8C436
ENSMUSG00000079614,Seh1l,Q8R2U0
ENSMUSG00000030279,C2cd5,Q7TPS5
ENSMUSG00000079614,Seh1l,Q8R2U0
ENSMUSG00000003847,Nfat5,
ENSMUSG00000003847,Nfat5,Q9WV30
ENSMUSG00000030279,C2cd5,
ENSMUSG00000049882,Vcpkmt,
ENSMUSG00000033458,Fan1,Q69ZT1
ENSMUSG00000049882,Vcpkmt,
ENSMUSG00000035164,Zc3h12c,Q5DTV4
ENSMUSG00000006191,Cdkal1,Q91WE6
ENSMUSG00000035164,Zc3h12c,
ENSMUSG00000030279,C2cd5,
ENSMUSG00000006191,Cdkal1,Q91WE6
ENSMUSG00000006191,Cdkal1,
ENSMUSG00000006191,Cdkal1,
ENSMUSG00000030279,C2cd5,
ENSMUSG00000003849,Nqo1,Q64669
ENSMUSG00000030279,C2cd5,
ENSMUSG00000030279,C2cd5,Q7TPS5
ENSMUSG00000040565,Btaf1,
ENSMUSG00000006191,Cdkal1,Q91WE6
ENSMUSG00000006191,Cdkal1,
ENSMUSG00000030521,Mphosph10,Q810V0
ENSMUSG00000006191,Cdkal1,Q91WE6
ENSMUSG00000006191,Cdkal1,
ENSMUSG00000031636,Pdlim3,O70209
ENSMUSG00000033429,Mcee,Q9D1I5
ENSMUSG00000033429,Mcee,
ENSMUSG00000031636,Pdlim3,
ENSMUSG00000033429,Mcee,
ENSMUSG00000024542,Cep192,
ENSMUSG00000026248,Mrpl44,Q9CY73
ENSMUSG00000053289,Ddx10,Q80Y44
ENSMUSG00000024542,Cep192,
ENSMUSG00000030275,Etnk1,
ENSMUSG00000028364,Tnc,Q80YX1
ENSMUSG00000030275,Etnk1,Q9D4V0
ENSMUSG00000034584,Exph5,Q0VAV2
ENSMUSG00000028364,Tnc,Q80YX1
ENSMUSG00000028364,Tnc,
ENSMUSG00000030275,Etnk1,
ENSMUSG00000028364,Tnc,Q80YX1
ENSMUSG00000039068,Zzz3,Q6KAQ7
ENSMUSG00000016477,E2f3,
ENSMUSG00000029304,Spp1,
ENSMUSG00000016477,E2f3,
ENSMUSG00000022637,Cblb,
ENSMUSG00000003848,Nob1,
ENSMUSG00000016477,E2f3,O35261
ENSMUSG00000022637,Cblb,
ENSMUSG00000029304,Spp1,P10923
ENSMUSG00000024544,Ldlrad4,Q8BWJ4
ENSMUSG00000034487,Poglut3,G5E897
ENSMUSG00000029304,Spp1,P10923
ENSMUSG00000022637,Cblb,Q3TTA7
ENSMUSG00000034487,Poglut3,
ENSMUSG00000029304,Spp1,
ENSMUSG00000022637,Cblb,Q3TTA7
ENSMUSG00000029304,Spp1,
ENSMUSG00000059456,Ptk2b,Q9QVP9
ENSMUSG00000003848,Nob1,Q8BW10
ENSMUSG00000022637,Cblb,Q3TTA7
ENSMUSG00000029304,Spp1,
ENSMUSG00000026249,Serpine2,Q07235
ENSMUSG00000029304,Spp1,P10923
ENSMUSG00000026249,Serpine2,
ENSMUSG00000026249,Serpine2,
ENSMUSG00000059456,Ptk2b,
ENSMUSG00000059456,Ptk2b,
ENSMUSG00000003848,Nob1,
ENSMUSG00000036916,Zfp280c,Q6P3Y5
ENSMUSG00000059456,Ptk2b,
ENSMUSG00000038732,Mboat1,Q8BH98
ENSMUSG00000022200,Golph3,Q9CRA5
ENSMUSG00000049553,Polr1a,
ENSMUSG00000036916,Zfp280c,Q6P3Y5
ENSMUSG00000022200,Golph3,Q9CRA5
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000022200,Golph3,
ENSMUSG00000039068,Zzz3,Q6KAQ7
ENSMUSG00000071103,Cfap96,Q3U1D9
ENSMUSG00000036916,Zfp280c,Q6P3Y5
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000059456,Ptk2b,Q9QVP9
ENSMUSG00000039068,Zzz3,Q6KAQ7
ENSMUSG00000071103,Cfap96,Q3U1D9
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000071103,Cfap96,
ENSMUSG00000036916,Zfp280c,Q6P3Y5
ENSMUSG00000039068,Zzz3,
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000051375,Pcdh1,
ENSMUSG00000049115,Agtr1a,
ENSMUSG00000049115,Agtr1a,
ENSMUSG00000039068,Zzz3,Q6KAQ7
ENSMUSG00000049115,Agtr1a,P29754
ENSMUSG00000049115,Agtr1a,
ENSMUSG00000021003,Galc,P54818
ENSMUSG00000021003,Galc,
ENSMUSG00000049115,Agtr1a,
ENSMUSG00000048007,Timm8a1,Q9WVA2
ENSMUSG00000070520,Nsmce3,Q9CPR8
ENSMUSG00000034462,Pkd2,O35245
ENSMUSG00000017774,Myo1c,Q9WTI7
ENSMUSG00000049553,Polr1a,O35134
ENSMUSG00000017774,Myo1c,Q9WTI7
ENSMUSG00000027714,Exosc9,
ENSMUSG00000017774,Myo1c,Q9WTI7
ENSMUSG00000049553,Polr1a,
ENSMUSG00000049553,Polr1a,
ENSMUSG00000017774,Myo1c,Q9WTI7
ENSMUSG00000024442,Dele1,Q9DCV6
ENSMUSG00000068270,Shroom4,Q1W617
ENSMUSG00000024442,Dele1,
ENSMUSG00000068270,Shroom4,
ENSMUSG00000024442,Dele1,Q9DCV6
ENSMUSG00000068270,Shroom4,Q1W617
ENSMUSG00000017774,Myo1c,
ENSMUSG00000051236,Msrb3,
ENSMUSG00000051236,Msrb3,
ENSMUSG00000022636,Alcam,Q61490
ENSMUSG00000022636,Alcam,
ENSMUSG00000027714,Exosc9,Q9JHI7
ENSMUSG00000022636,Alcam,
ENSMUSG00000022636,Alcam,
ENSMUSG00000022636,Alcam,
ENSMUSG00000027714,Exosc9,
ENSMUSG00000027714,Exosc9,
ENSMUSG00000027714,Exosc9,
ENSMUSG00000017776,Crk,Q64010
ENSMUSG00000027298,Tyro3,P55144
ENSMUSG00000017776,Crk,
ENSMUSG00000017776,Crk,
ENSMUSG00000017776,Crk,
ENSMUSG00000017776,Crk,
ENSMUSG00000002496,Tsc2,
ENSMUSG00000027298,Tyro3,P55144
ENSMUSG00000002496,Tsc2,
ENSMUSG00000002496,Tsc2,
ENSMUSG00000002496,Tsc2,
ENSMUSG00000002496,Tsc2,
ENSMUSG00000056091,St3gal5,O88829
ENSMUSG00000002496,Tsc2,
ENSMUSG00000024908,Ppp6r3,Q922D4
ENSMUSG00000002496,Tsc2,
ENSMUSG00000051675,Trim32,Q8CH72
ENSMUSG00000056091,St3gal5,
ENSMUSG00000056091,St3gal5,
ENSMUSG00000034801,Sos2,
ENSMUSG00000051675,Trim32,Q8CH72
ENSMUSG00000056091,St3gal5,
ENSMUSG00000048661,Lemd3,
ENSMUSG00000051675,Trim32,
ENSMUSG00000051675,Trim32,
ENSMUSG00000048661,Lemd3,
ENSMUSG00000024908,Ppp6r3,Q922D4
ENSMUSG00000034801,Sos2,Q02384
ENSMUSG00000024908,Ppp6r3,
ENSMUSG00000034801,Sos2,
ENSMUSG00000002496,Tsc2,
ENSMUSG00000024908,Ppp6r3,
ENSMUSG00000034218,Atm,
ENSMUSG00000026491,Ahctf1,Q8CJF7
ENSMUSG00000002496,Tsc2,
ENSMUSG00000026491,Ahctf1,
ENSMUSG00000039005,Tlr4,Q9QUK6
ENSMUSG00000034218,Atm,Q62388
ENSMUSG00000026491,Ahctf1,
ENSMUSG00000039005,Tlr4,
ENSMUSG00000026491,Ahctf1,
ENSMUSG00000026491,Ahctf1,
ENSMUSG00000034218,Atm,
ENSMUSG00000022197,Pdzd2,
ENSMUSG00000031634,Ufsp2,Q99K23
ENSMUSG00000034218,Atm,
ENSMUSG00000024908,Ppp6r3,
ENSMUSG00000022197,Pdzd2,
ENSMUSG00000024908,Ppp6r3,
ENSMUSG00000022197,Pdzd2,
ENSMUSG00000022197,Pdzd2,
ENSMUSG00000031634,Ufsp2,
ENSMUSG00000041429,Nthl1,O35980
ENSMUSG00000020988,L2hgdh,Q91YP0
ENSMUSG00000031634,Ufsp2,
ENSMUSG00000020988,L2hgdh,
ENSMUSG00000027715,Ccna2,P51943
ENSMUSG00000031634,Ufsp2,
ENSMUSG00000062312,Erbb2,P70424
ENSMUSG00000031634,Ufsp2,
ENSMUSG00000027715,Ccna2,
ENSMUSG00000031634,Ufsp2,
ENSMUSG00000027715,Ccna2,
ENSMUSG00000002580,Mien1,Q9CQ86
ENSMUSG00000015363,Trabd,
ENSMUSG00000025917,Cops5,O35864
ENSMUSG00000025917,Cops5,
ENSMUSG00000038542,Pcid2,
ENSMUSG00000052302,Tbc1d30,Q69ZT9
